Campaign_ID,Clicks,Impressions,CPC,Conversions,Keyword,Cost,CTR,Conversion_Rate,ROI
16,69,6791,3.5051210745188293,17,Keyword D,241.85335414179923,1.0160506552790458,24.637681159420293,0.4058105632087167
15,162,9783,3.1694970654832293,29,Keyword D,513.4585246082831,1.6559337626494939,17.901234567901234,0.12959464533670226
47,189,3720,4.515361241628435,21,Keyword C,853.4032746677742,5.080645161290322,11.11111111111111,-0.5078528376124359
44,96,9905,1.333985807879215,32,Keyword C,128.06263755640464,0.9692074709742555,33.33333333333333,3.9975544172133324
3,50,7047,0.8553612298587288,29,Keyword C,42.76806149293644,0.7095217823187172,57.99999999999999,12.561521840212295
37,139,9032,1.5777957645929215,16,Keyword A,219.3136112784161,1.5389725420726306,11.510791366906476,0.4590977647701205
7,191,1001,4.075602254150857,42,Keyword C,778.4400305428136,19.08091908091908,21.98952879581152,0.07908119706313159
21,369,7368,0.656016200269175,31,Keyword A,242.06997789932555,5.00814332247557,8.401084010840108,1.5612428496104203
9,87,2949,3.1226307578757035,41,Keyword B,271.66887593518624,2.950152594099695,47.12643678160919,2.018380361670995
39,342,7732,4.979468822860895,13,Keyword D,1702.978337418426,4.423176409725815,3.8011695906432745,-0.8473263022275794
18,431,8833,4.350632422268927,9,Keyword C,1875.1225739979077,4.8794294124306585,2.088167053364269,-0.9040062753784538
4,188,1917,2.8465056006961524,46,Keyword D,535.1430529308767,9.80699008868023,24.46808510638298,0.7191664826093416
25,405,4174,0.7863840917898905,35,Keyword D,318.4855571749057,9.702922855773839,8.641975308641975,1.197901864716504
14,382,8014,4.241180814735694,33,Keyword C,1620.1310712290351,4.76665834789119,8.638743455497382,-0.5926255525120431
9,308,1089,3.1954032867974473,8,Keyword C,984.1842123336138,28.28282828282828,2.5974025974025974,-0.8374288085554414
26,210,2709,1.0171984867680508,41,Keyword B,213.61168222129066,7.751937984496124,19.523809523809526,2.8387413622374935
2,439,4041,0.922357781705103,27,Keyword A,404.9150661685402,10.863647611977232,6.150341685649203,0.33361300953724604
20,227,1105,4.593320687464666,10,Keyword A,1042.6837960544792,20.542986425339365,4.405286343612335,-0.8081872944062226
28,59,9619,3.511401183221353,13,Keyword D,207.17266981005983,0.6133693731157085,22.033898305084744,0.25499179133219335
47,310,2895,4.2317905969254,38,Keyword C,1311.855085046874,10.708117443868739,12.258064516129032,-0.4206677180560348
7,456,7090,4.455405051270203,46,Keyword B,2031.6647033792126,6.431593794076164,10.087719298245613,-0.5471693737309168
44,187,9508,3.07297558421745,18,Keyword B,574.6464342486631,1.9667648296171645,9.62566844919786,-0.37352782764467746
8,221,7082,2.828508582897686,14,Keyword B,625.1003968203886,3.1205874046879414,6.334841628959276,-0.5520719528827095
47,435,1634,2.436923346444456,27,Keyword B,1060.0616557033384,26.621787025703796,6.206896551724138,-0.4905956676249021
35,62,2925,1.9262596450600369,23,Keyword B,119.42809799372229,2.1196581196581197,37.096774193548384,2.8516899098918898
14,217,3056,2.455681823864203,7,Keyword A,532.882955778532,7.100785340314136,3.225806451612903,-0.7372781424478803
17,179,7917,3.9824584507857037,42,Keyword A,712.8600626906409,2.2609574333712263,23.463687150837988,0.1783518869460553
36,133,4144,3.208655439568092,8,Keyword A,426.7511734625562,3.209459459459459,6.015037593984962,-0.6250742588431601
40,370,1552,4.516354804796808,46,Keyword C,1671.0512777748188,23.840206185567013,12.432432432432433,-0.44944837286796063
4,368,9907,2.495210064706345,32,Keyword D,918.2373038119349,3.7145452710204903,8.695652173913043,-0.30301241591565853
2,150,6383,3.231903104234393,32,Keyword B,484.78546563515897,2.3499921666927777,21.333333333333336,0.32017159211132945
6,378,4911,3.340883988913949,18,Keyword C,1262.8541478094728,7.697006719609041,4.761904761904762,-0.7149314506156943
42,322,4389,3.162637230378465,2,Keyword B,1018.3691881818656,7.336523125996811,0.6211180124223602,-0.9607215139026215
4,314,9442,3.6618519788848234,9,Keyword A,1149.8215213698345,3.3255666172421092,2.8662420382165608,-0.8434539651114219
29,448,3430,1.5684506076866283,39,Keyword C,702.6658722436094,13.061224489795919,8.705357142857142,0.11005818100922275
18,457,1458,2.805636998956058,46,Keyword A,1282.1761085229186,31.344307270233195,10.065645514223196,-0.2824698620692204
26,87,1207,0.9690116126375645,41,Keyword B,84.30401029946812,7.207953603976803,47.12643678160919,8.726702170954416
44,468,1899,2.2303009744016564,0,Keyword B,1043.7808560199753,24.644549763033176,0.0,-1.0
34,143,1021,2.69450180879569,28,Keyword D,385.31375865778364,14.005876591576886,19.58041958041958,0.4533610269997234
10,144,9601,3.435009167954626,49,Keyword B,494.64132018546616,1.4998437662743465,34.02777777777778,0.9812335929245625
36,354,1894,4.777389736637915,33,Keyword A,1691.195966769822,18.690601900739175,9.322033898305085,-0.6097436293792744
14,118,1514,3.2029297994676016,12,Keyword B,377.945716337177,7.793923381770146,10.16949152542373,-0.36498817257161703
31,367,8294,3.846172622794519,0,Keyword D,1411.5453525655885,4.424885459368218,0.0,-1.0
48,493,5904,2.7781972677284124,33,Keyword D,1369.6512529901072,8.350271002710027,6.693711967545639,-0.5181255092789908
15,285,8867,3.353468141193491,28,Keyword A,955.7384202401449,3.214164881019511,9.824561403508772,-0.4140656186456428
8,483,5109,0.8191949726019805,47,Keyword C,395.6711717667566,9.453904873752201,9.730848861283643,1.3757101024133211
14,383,8179,1.6447621137883115,46,Keyword B,629.9438895809233,4.682724049394792,12.010443864229766,0.46044753384629156
23,422,2560,2.128338919423124,12,Keyword D,898.1590239965584,16.484375,2.843601895734597,-0.7327867408913106
40,425,2266,2.626220097529311,47,Keyword B,1116.1435414499572,18.75551632833186,11.058823529411764,-0.1578144162543225
21,186,4638,0.7054193547607268,48,Keyword B,131.20799998549518,4.010349288486417,25.806451612903224,6.316627035745735
16,467,9941,1.1301084389899296,28,Keyword C,527.7606410082972,4.6977165275123225,5.995717344753747,0.06108708472482695
45,125,4427,1.745664385060876,38,Keyword D,218.2080481326095,2.8235825615541,30.4,2.4829146152213983
18,84,5780,4.871897109054728,23,Keyword B,409.23935716059714,1.453287197231834,27.380952380952383,0.1240365618585481
47,50,2927,1.9910615319637284,25,Keyword D,99.55307659818642,1.7082336863682952,50.0,4.022446488701572
24,345,3356,2.6691847615043716,16,Keyword A,920.8687427190082,10.28009535160906,4.63768115942029,-0.6525020503409094
26,369,5790,1.382439707322768,6,Keyword A,510.12025200210144,6.373056994818653,1.6260162601626018,-0.7647613488603356
25,455,1306,3.2485103198409573,12,Keyword B,1478.0721955276356,34.839203675344564,2.6373626373626373,-0.8376263346768891
45,109,8979,1.7630744698218843,4,Keyword D,192.1751172105854,1.213943646285778,3.669724770642202,-0.5837130157056908
41,369,4665,1.4314666029729204,25,Keyword B,528.2111764970076,7.909967845659165,6.775067750677506,-0.0534088973355289
29,398,8057,2.8245768280069057,48,Keyword D,1124.1815775467485,4.9398038972322205,12.060301507537687,-0.1460454261357268
15,377,1661,0.5247760962218937,2,Keyword D,197.84058827565391,22.697170379289584,0.5305039787798408,-0.7978170184963893
45,316,5644,0.5344881469215139,6,Keyword C,168.8982544271984,5.598866052445074,1.89873417721519,-0.28951308344205184
1,410,9503,1.4858096409583599,48,Keyword C,609.1819527929275,4.314427023045354,11.707317073170733,0.5758838481650197
25,278,3920,0.6652461312536951,38,Keyword C,184.93842448852726,7.091836734693878,13.66906474820144,3.109475908545695
7,319,9946,0.9861158935881111,0,Keyword B,314.57097005460747,3.2073195254373617,0.0,-1.0
9,365,7236,2.0248729220243824,48,Keyword C,739.0786165388996,5.044223327805417,13.150684931506849,0.2989145924633482
24,335,7078,4.111635558109158,16,Keyword C,1377.3979119665678,4.732975416784402,4.776119402985075,-0.7676778821719551
1,340,1352,3.0742188951618536,42,Keyword A,1045.2344243550303,25.14792899408284,12.352941176470589,-0.19635253065997302
44,262,8005,2.807004766803874,24,Keyword D,735.435248902615,3.2729544034978137,9.16030534351145,-0.34732527341294084
8,214,1158,1.8206997044365474,2,Keyword D,389.6297367494211,18.48013816925734,0.9345794392523363,-0.897338431266285
24,54,1956,4.692891737447674,14,Keyword C,253.4161538221744,2.7607361963190185,25.925925925925924,0.10490194005738025
11,388,3071,2.2865676855673627,28,Keyword D,887.1882620001368,12.634321068056009,7.216494845360824,-0.3687923702490175
17,428,9595,0.8919174505809717,42,Keyword A,381.7406688486559,4.4606565919749865,9.813084112149532,1.2004467130355048
8,127,4453,3.2767993225301058,31,Keyword A,416.1535139613234,2.8520098809791152,24.409448818897637,0.4898348306572793
35,459,7675,1.0122727706447063,25,Keyword C,464.63320172592023,5.980456026058632,5.446623093681917,0.07611767334470877
35,111,1955,2.0535041426076144,15,Keyword A,227.9389598294452,5.677749360613811,13.513513513513514,0.3161418312361972
33,181,7295,2.78335372423014,24,Keyword D,503.78702408565533,2.481151473612063,13.259668508287293,-0.04721642866611624
5,138,2712,4.434001361083292,27,Keyword B,611.8921878294942,5.0884955752212395,19.565217391304348,-0.11749159289728865
42,286,5703,2.720959611530534,8,Keyword D,778.1944488977327,5.014904436261617,2.797202797202797,-0.7943958605376449
39,91,7563,3.6601644471424892,0,Keyword B,333.0749646899665,1.2032262329763321,0.0,-1.0
41,138,6631,4.967675775495817,28,Keyword C,685.5392570184227,2.08113406725984,20.28985507246377,-0.18312482579688225
28,451,2394,1.0917010395409172,21,Keyword B,492.3571688329537,18.83876357560568,4.656319290465632,-0.14696072975735006
7,345,5732,1.7362918648378378,15,Keyword A,599.020693369054,6.01884159106769,4.3478260869565215,-0.49918257696120805
9,377,4714,2.2755923401894087,40,Keyword D,857.8983122514071,7.997454391175222,10.610079575596817,-0.06748854896271203
8,344,1529,2.398226803424741,43,Keyword B,824.990020378111,22.49836494440811,12.5,0.0424368522734895
12,153,3958,2.349594838694956,40,Keyword D,359.48801032032827,3.8655886811520968,26.143790849673206,1.2253871534885004
34,63,8904,4.584249511504497,6,Keyword C,288.80771922478334,0.7075471698113208,9.523809523809524,-0.5844986404030211
33,337,4591,3.713146900100854,13,Keyword C,1251.3305053339877,7.340448703986059,3.857566765578635,-0.7922211606832006
48,228,7895,3.235573463408167,28,Keyword A,737.710749657062,2.887903736542115,12.280701754385964,-0.24089488968362469
23,174,1525,1.8921772303825195,18,Keyword C,329.2388380865584,11.40983606557377,10.344827586206897,0.09343114588854894
24,471,7477,4.207056728995826,18,Keyword B,1981.523719357034,6.299317908251973,3.821656050955414,-0.8183216297219934
37,402,1001,4.79777230168245,1,Keyword C,1928.7044652763448,40.15984015984016,0.24875621890547264,-0.9896303449491239
35,72,1374,4.1953922714760195,40,Keyword A,302.0682435462734,5.240174672489083,55.55555555555556,1.6484081564086999
44,112,5648,0.5070429733616281,44,Keyword D,56.788813016502345,1.9830028328611897,39.285714285714285,14.496009746572437
40,192,3365,3.3638061658253315,14,Keyword D,645.8507838384637,5.705794947994057,7.291666666666667,-0.5664633271235111
22,202,2525,0.7301092164894533,2,Keyword C,147.48206173086956,8.0,0.9900990099009901,-0.7287805748675157
27,194,2646,1.6592324915017485,10,Keyword B,321.8911033513392,7.331821617535904,5.154639175257731,-0.3786718616397948
35,274,1013,0.7678611515649726,45,Keyword A,210.39395552880248,27.04837117472853,16.423357664233578,3.277689431419012
1,499,5599,3.217079538272245,29,Keyword B,1605.3226895978503,8.912305768887302,5.811623246492986,-0.6387019234461229
35,358,3278,3.5896546107167304,39,Keyword A,1285.0963506365895,10.921293471629042,10.893854748603351,-0.39304161932012593
37,153,4155,1.015194371296573,17,Keyword C,155.32473880837566,3.68231046931408,11.11111111111111,1.1889623160381326
47,153,9321,2.2272749737024076,47,Keyword A,340.7730709764684,1.6414547795300933,30.718954248366014,1.7584339258571005
14,484,4814,2.553064290299939,1,Keyword A,1235.6831165051706,10.05400914000831,0.2066115702479339,-0.9838146206475936
3,88,4216,2.1607385979241247,31,Keyword C,190.144996617323,2.0872865275142316,35.22727272727273,2.2606695470813953
1,484,9219,1.0446125021833688,7,Keyword B,505.59245105675046,5.250027117908667,1.4462809917355373,-0.7230971314793511
5,247,3113,2.3852650558436395,21,Keyword C,589.160468793379,7.934468358496627,8.502024291497975,-0.2871212135801057
26,183,5356,3.8803012151378815,5,Keyword A,710.0951223702323,3.416728902165796,2.73224043715847,-0.8591737967918873
14,116,6543,0.8195344903996495,11,Keyword C,95.06600088635935,1.7728870548677975,9.482758620689655,1.3141817048030149
39,440,5555,0.8608100633685656,46,Keyword A,378.75642788216885,7.920792079207921,10.454545454545453,1.42900168095949
27,228,8062,2.096470813261929,39,Keyword C,477.9953454237198,2.8280823616968496,17.105263157894736,0.6318150531540587
9,91,4374,4.737765702285163,35,Keyword D,431.13667890794983,2.0804755372656607,38.46153846153847,0.6236150488821065
15,497,7430,3.5085769102531135,14,Keyword D,1743.7627243957975,6.689098250336474,2.8169014084507045,-0.8394276950168101
15,64,4466,3.5540148050265414,27,Keyword C,227.45694752169865,1.4330497089117777,42.1875,1.3740756476496974
26,160,4081,2.1286399587703926,48,Keyword B,340.5823934032628,3.9206076941926002,30.0,1.8187011971089257
42,206,1629,3.171473560438423,44,Keyword A,653.3235534503151,12.645794966236956,21.35922330097087,0.34695893841966546
13,338,1269,0.5455903281248452,17,Keyword D,184.4095309061977,26.635145784081953,5.029585798816568,0.8437224926999323
32,280,6724,3.36243220884294,1,Keyword B,941.4810184760232,4.164187983343249,0.35714285714285715,-0.9787568738960091
39,460,6897,4.609791264093065,12,Keyword A,2120.50398148281,6.6695664781789175,2.608695652173913,-0.8868193589374095
49,469,4432,3.2565806075516863,44,Keyword D,1527.336304941741,10.582129963898918,9.381663113006397,-0.4238335086040092
32,206,7276,4.431643670598553,14,Keyword D,912.9185961433019,2.831225948323255,6.796116504854369,-0.6932913830621016
4,87,6895,3.757878749597422,19,Keyword C,326.9354512149757,1.26178390137781,21.839080459770116,0.16230894688178613
30,490,8115,1.042512873816606,28,Keyword A,510.831308170137,6.038200862600123,5.714285714285714,0.09625230686425924
37,146,7656,4.561039882786288,41,Keyword B,665.911822886798,1.9070010449320793,28.08219178082192,0.23139426545276454
23,460,1575,0.798997299600987,28,Keyword B,367.538757816454,29.20634920634921,6.086956521739131,0.5236488345527348
39,488,8029,2.902853626464937,2,Keyword B,1416.5925697148894,6.077967368289949,0.4098360655737705,-0.9717632289938873
45,338,7099,1.1396170570705595,18,Keyword A,385.19056528984913,4.761233976616425,5.325443786982249,-0.0653976695168888
15,303,4192,0.5526797482890683,2,Keyword B,167.4619637315877,7.228053435114504,0.6600660066006601,-0.7611397889486533
43,245,4178,2.3991541705743753,13,Keyword B,587.792771790722,5.8640497845859265,5.3061224489795915,-0.5576672383909979
29,135,7052,1.8276831844437031,39,Keyword B,246.73722989989992,1.914350538854226,28.888888888888886,2.161257830107123
36,371,3734,2.6870022220892134,3,Keyword C,996.8778243950982,9.935725763256562,0.8086253369272237,-0.9398120827530617
13,59,7116,3.0973994903054787,10,Keyword C,182.74656992802323,0.8291174817313097,16.94915254237288,0.09441178610778972
32,54,4568,0.696825825390263,30,Keyword A,37.6285945710742,1.182136602451839,55.55555555555556,14.945320489360798
7,172,3203,1.0535148280568554,42,Keyword A,181.20455042577913,5.369965657196379,24.418604651162788,3.635645175721244
22,379,2390,3.013890784026914,31,Keyword B,1142.2646071462004,15.857740585774058,8.179419525065963,-0.4572185847997257
28,402,2742,2.044253089276962,26,Keyword C,821.7897418893388,14.660831509846828,6.467661691542288,-0.36723473962513564
2,167,2925,3.781280693972516,29,Keyword D,631.4738758934102,5.7094017094017095,17.365269461077844,-0.08151386440267996
42,343,1619,3.4353124186637283,42,Keyword D,1178.3121596016588,21.18591723285979,12.244897959183673,-0.2871159028996432
45,446,2274,4.3052196334545805,1,Keyword B,1920.1279565207428,19.61301671064204,0.2242152466367713,-0.9895840274956259
6,208,1956,3.6162177200115138,48,Keyword B,752.1732857623948,10.633946830265849,23.076923076923077,0.2763016424160215
28,352,2939,2.4346898482556667,8,Keyword C,857.0108265859947,11.976862878530111,2.272727272727273,-0.8133045755823421
28,277,4953,3.528349800774946,27,Keyword C,977.35289481466,5.592570159499293,9.747292418772563,-0.447487184143039
44,414,1968,1.7392152841493833,30,Keyword C,720.0351276378447,21.036585365853657,7.246376811594203,-0.16670732167142074
44,265,1281,1.878410744501957,33,Keyword A,497.77884729301866,20.68696330991413,12.452830188679245,0.3258900083624676
20,485,7262,4.05043321964357,14,Keyword A,1964.4601115271314,6.678600936381162,2.88659793814433,-0.8574672000938041
30,233,2058,2.50888782380712,47,Keyword B,584.5708629470589,11.321671525753159,20.171673819742487,0.6080171961720408
11,64,5293,4.092711532332586,24,Keyword A,261.93353806928553,1.2091441526544493,37.5,0.8325259282873217
28,206,6178,4.200900681507253,35,Keyword C,865.3855403904942,3.3344124312075105,16.990291262135923,-0.1911119757280276
25,185,7980,4.359030519475777,7,Keyword C,806.4206461030187,2.318295739348371,3.783783783783784,-0.8263933337067424
39,310,2229,4.624858561285433,8,Keyword A,1433.7061539984843,13.907581875280394,2.5806451612903225,-0.8884011207221413
33,206,5585,2.439433492309833,36,Keyword D,502.5232994158256,3.6884512085944494,17.475728155339805,0.43276938768209794
1,96,9467,1.9349006824451247,47,Keyword B,185.75046551473196,1.0140488010985529,48.95833333333333,4.060552593476263
27,373,3740,3.1198943596735123,44,Keyword D,1163.7205961582201,9.973262032085561,11.796246648793565,-0.24380473895096835
13,381,3289,2.170275905469324,38,Keyword B,826.8751199838125,11.584068105807237,9.973753280839896,-0.08087692853199127
41,222,2239,3.2048337506010482,31,Keyword D,711.4730926334327,9.915140687807057,13.963963963963963,-0.12856859040846638
3,179,6370,3.675136381897211,16,Keyword A,657.8494123596007,2.8100470957613815,8.938547486033519,-0.5135664880322517
39,460,1125,3.597822583214616,34,Keyword B,1654.9983882787233,40.88888888888889,7.391304347826087,-0.5891234669374922
6,144,8473,2.185487991590546,36,Keyword B,314.7102707890386,1.6995161099964593,25.0,1.2878185646589253
8,164,6342,1.2508709076443876,18,Keyword B,205.14282885367956,2.585935036266162,10.975609756097562,0.7548748938076411
27,292,8351,2.437382023079934,43,Keyword C,711.7155507393406,3.496587235061669,14.726027397260275,0.20834791245831186
9,469,7638,1.1416736483685894,28,Keyword C,535.4449410848684,6.140350877192982,5.970149253731343,0.045859166892828214
37,341,7570,4.505436658327137,6,Keyword D,1536.3539004895538,4.504623513870542,1.7595307917888565,-0.9218929961633433
33,331,4249,2.0564485733203584,27,Keyword A,680.6844777690386,7.790068251353259,8.157099697885197,-0.2066808960153399
42,348,8595,1.195068862504957,8,Keyword C,415.883964151725,4.048865619546247,2.2988505747126435,-0.6152773037874864
44,332,7294,0.614514919575879,27,Keyword B,204.01895329919182,4.55168631752125,8.132530120481928,1.646812912563546
24,118,7527,3.4062007382891792,5,Keyword C,401.93168711812314,1.567689650591205,4.23728813559322,-0.7512015021333435
15,197,6757,3.3660604285463447,28,Keyword A,663.11390442363,2.9154950421784815,14.213197969543149,-0.1554995359556745
32,60,2969,2.0327187496158126,16,Keyword C,121.96312497694875,2.0208824520040416,26.666666666666668,1.6237438575018524
32,303,1891,0.8227034998144296,15,Keyword B,249.27916044377216,16.023268112109996,4.9504950495049505,0.20347003522449894
24,379,5470,2.343330027028544,22,Keyword D,888.1220802438182,6.928702010968922,5.804749340369393,-0.5045726147477317
41,409,8175,1.900478727785271,30,Keyword B,777.2957996641759,5.003058103975535,7.334963325183375,-0.22809308855235683
49,87,9320,3.547042878807542,2,Keyword A,308.59273045625616,0.9334763948497854,2.2988505747126435,-0.8703793185897161
49,183,7812,3.2260066225371067,20,Keyword D,590.3592119242905,2.342549923195085,10.92896174863388,-0.32244641580811445
12,249,8519,2.14067177688893,25,Keyword C,533.0272724453436,2.9228782720976643,10.040160642570282,-0.06196169343048045
39,72,5612,1.4805164941474556,35,Keyword C,106.5971875786168,1.2829650748396295,48.61111111111111,5.566777378472026
2,352,2198,4.946161847700163,41,Keyword C,1741.0489703904575,16.014558689717926,11.647727272727272,-0.5290195658218033
3,395,6238,2.543007295382517,36,Keyword D,1004.4878816760942,6.332157742866304,9.113924050632912,-0.2832168380183901
49,351,7089,3.5972340610110667,21,Keyword B,1262.6291554148845,4.951333051206094,5.982905982905983,-0.6673607621059621
37,412,7257,1.1324883541026236,41,Keyword D,466.5852018902809,5.677277111754169,9.951456310679612,0.7574496505202618
49,445,8705,2.68515364846729,11,Keyword D,1194.893373567944,5.11200459506031,2.4719101123595504,-0.8158831533703452
17,267,4719,0.6239152394125946,41,Keyword A,166.58536892316278,5.657978385251113,15.355805243445692,3.922401080602844
49,190,1302,2.7745480305970247,12,Keyword D,527.1641258134347,14.592933947772657,6.315789473684211,-0.5447338158117822
2,153,1986,4.83807833202966,10,Keyword C,740.225984800538,7.7039274924471295,6.535947712418301,-0.729812240982202
2,495,5440,2.228930208436101,15,Keyword B,1103.32045317587,9.099264705882353,3.0303030303030303,-0.7280935025391215
28,259,5909,0.6754820565871021,7,Keyword B,174.94985265605945,4.3831443560670165,2.7027027027027026,-0.19977068928871114
23,160,4072,0.6393010591370458,39,Keyword B,102.28816946192734,3.9292730844793713,24.375,6.625515287868395
37,153,4124,2.2459404197609127,39,Keyword C,343.6288842234197,3.7099903006789523,25.49019607843137,1.2698906751181656
32,365,9125,1.2201122140843732,44,Keyword C,445.3409581407962,4.0,12.054794520547945,0.9760140717211658
33,220,4291,0.6050844334768366,1,Keyword C,133.11857536490405,5.127010020974132,0.45454545454545453,-0.8497580075119037
1,405,5033,3.9029612627757957,29,Keyword C,1580.6993114241973,8.04689052255116,7.160493827160494,-0.6330737947387194
19,373,6105,2.563353539968508,29,Keyword C,956.1308704082535,6.10974610974611,7.774798927613941,-0.3933884806455954
2,182,1703,1.8016014738769455,11,Keyword D,327.8914682456041,10.687022900763358,6.043956043956044,-0.32904628114565326
44,425,9133,4.550374323574164,9,Keyword C,1933.9090875190195,4.653454505638892,2.1176470588235294,-0.9069242700385057
26,342,1574,1.0226253209023652,43,Keyword C,349.7378597486089,21.72808132147395,12.573099415204677,1.4589845680938485
32,377,6704,4.801634730298937,10,Keyword C,1810.2162933226991,5.623508353221958,2.6525198938992043,-0.8895159651707174
6,176,8848,1.9128502281980877,14,Keyword C,336.6616401628634,1.9891500904159132,7.954545454545454,-0.16830441429398604
32,155,6208,4.497816525389066,15,Keyword B,697.1615614353052,2.496778350515464,9.67741935483871,-0.569683676503385
4,141,7924,3.213242944157577,16,Keyword C,453.06725512621836,1.779404341241797,11.347517730496454,-0.2937030951158623
11,336,4828,4.220183118836694,25,Keyword D,1417.9815279291292,6.95940347970174,7.440476190476191,-0.6473860976664358
17,427,4230,4.9280592344470895,1,Keyword D,2104.281293108907,10.094562647754138,0.234192037470726,-0.9904955672677908
38,442,1488,1.7978244701843558,49,Keyword D,794.6384158214853,29.70430107526882,11.085972850678733,0.23326531978307477
24,100,8114,4.825109684334168,11,Keyword A,482.51096843341685,1.2324377618930245,11.0,-0.5440518156213511
5,78,4173,2.2526685270608917,25,Keyword B,175.70814511074954,1.8691588785046727,32.05128205128205,1.8456279000887978
34,345,2667,2.2348035713161503,22,Keyword C,771.0072321040718,12.935883014623172,6.3768115942028984,-0.4293179341531675
6,346,5114,2.0317419691452754,17,Keyword A,702.9827213242653,6.765741102854908,4.913294797687861,-0.5163465762579277
22,263,4553,2.9363342330641333,31,Keyword C,772.255903295867,5.776411157478586,11.787072243346007,-0.19715731876708578
11,316,8761,1.193652694303192,48,Keyword A,377.19425139980865,3.6068941901609404,15.18987341772152,1.545107716878866
48,456,2000,2.9917016841110504,37,Keyword A,1364.215967954639,22.8,8.114035087719298,-0.4575638920943891
16,306,2388,2.937671655845018,46,Keyword D,898.9275266885755,12.814070351758794,15.032679738562091,0.02344179334350811
33,351,6450,3.928558156721915,2,Keyword D,1378.9239130093922,5.441860465116279,0.5698005698005698,-0.9709918729941356
